,data_collected_date,channel_id,reply_id,reply_authorDisplayName,reply_textDisplay,reply_textOriginal,reply_parentId,reply_canRate,reply_likeCount,reply_publishedAt_datetime,reply_textDisplay_sentiment
28,2024-10-26 14:16:21.538268,UC57J3B28hGWBb4FIwgBIavw,Ugx4KwnGM63KOfzDGQp4AaABAg.A9Kk7B9o6VsA9KkYUfE4eb,@banjo_rontv,@@BABYJEANBESINGA maraming salamat po enjoy listening,@@BABYJEANBESINGA maraming salamat po enjoy listening,Ugx4KwnGM63KOfzDGQp4AaABAg,1,0,2024-10-08 12:29:57,POSITIVE
29,2024-10-26 14:16:23.229114,UC57J3B28hGWBb4FIwgBIavw,Ugyp4sV8jhHn3l8zg_t4AaABAg.A9Kejra5KQUA9KgoRR2Cau,@banjo_rontv,@@rowenamalana2098 salamat po ingat sa biyahe,@@rowenamalana2098 salamat po ingat sa biyahe,Ugyp4sV8jhHn3l8zg_t4AaABAg,1,0,2024-10-08 11:57:18,NEGATIVE
30,2024-10-26 14:16:24.746439,UC57J3B28hGWBb4FIwgBIavw,Ugw6i6yCCxOhKp8QBhd4AaABAg.A9KeOw8ZbSdA9Kgt8AS5hx,@banjo_rontv,@@rowenamalana2098 SA Hong Kong po yan,@@rowenamalana2098 SA Hong Kong po yan,Ugw6i6yCCxOhKp8QBhd4AaABAg,1,0,2024-10-08 11:57:57,POSITIVE
31,2024-10-26 14:16:26.362602,UC57J3B28hGWBb4FIwgBIavw,UgzBZiH9Gn0ioXnMwXB4AaABAg.A9KeBTwVOL8A9KgvZk9hmS,@banjo_rontv,@@rowenamalana2098 hahahaha enjoy watching po,@@rowenamalana2098 hahahaha enjoy watching po,UgzBZiH9Gn0ioXnMwXB4AaABAg,1,0,2024-10-08 11:58:17,POSITIVE
32,2024-10-26 14:16:28.042187,UC57J3B28hGWBb4FIwgBIavw,UgzzmP_fR11ayPw-wc54AaABAg.A9FI33s8pMPA9FnsxoI4MH,@banjo_rontv,@@KASIPAGLOVETV maraming salamat dol,@@KASIPAGLOVETV maraming salamat dol,UgzzmP_fR11ayPw-wc54AaABAg,1,0,2024-10-06 14:22:53,NEGATIVE
33,2024-10-26 14:16:30.442884,UC57J3B28hGWBb4FIwgBIavw,Ugxb2JYe0HrbTw8BjbR4AaABAg.A9F3gf2RHRSA9F3yhrVtQ7,@banjo_rontv,Thank you enjoy po,Thank you enjoy po,Ugxb2JYe0HrbTw8BjbR4AaABAg,1,0,2024-10-06 07:32:59,POSITIVE
34,2024-10-26 14:16:32.051943,UC57J3B28hGWBb4FIwgBIavw,Ugw_iYb9UKLbJUtpEBB4AaABAg.A9ELWpEX86WA9ENNL7iORk,@madun2754,❤,❤,Ugw_iYb9UKLbJUtpEBB4AaABAg,1,0,2024-10-06 01:03:16,NEGATIVE
35,2024-10-26 14:16:33.639527,UC57J3B28hGWBb4FIwgBIavw,Ugy4lG-QUFlIL31jcGp4AaABAg.A9EHI2IrWdfA9EQ_zxA2-G,@banjo_rontv,Thank you so much,Thank you so much,Ugy4lG-QUFlIL31jcGp4AaABAg,1,0,2024-10-06 01:31:20,POSITIVE
36,2024-10-26 14:16:36.103838,UC57J3B28hGWBb4FIwgBIavw,Ugypz5JpI_pgf9wIsq14AaABAg.A99SemzVmbfA99TwKMpuNw,@banjo_rontv,@@evelynnawanao5510 thank you so much enjoy watching,@@evelynnawanao5510 thank you so much enjoy watching,Ugypz5JpI_pgf9wIsq14AaABAg,1,0,2024-10-04 03:24:24,POSITIVE
37,2024-10-26 14:16:37.768466,UC57J3B28hGWBb4FIwgBIavw,UgzusnMvklnMrBZlA3t4AaABAg.A96tFtSz3UlA96tXc2uPzz,@banjo_rontv,Thank you so much enjoy po,Thank you so much enjoy po,UgzusnMvklnMrBZlA3t4AaABAg,1,0,2024-10-03 03:19:06,POSITIVE
38,2024-10-26 14:16:39.341124,UC57J3B28hGWBb4FIwgBIavw,UgxIc_DlX5v6XRguhIN4AaABAg.A96TDwiVNtcA96i4NxNP8y,@banjo_rontv,@@AngelinLimchaypo thank you so much enjoy,@@AngelinLimchaypo thank you so much enjoy,UgxIc_DlX5v6XRguhIN4AaABAg,1,0,2024-10-03 01:38:59,POSITIVE
39,2024-10-26 14:16:40.772265,UC57J3B28hGWBb4FIwgBIavw,Ugyq4LBwIHrVxHhlJMl4AaABAg.A94As0_PaBSA94Cozxf51A,@banjo_rontv,Dito po SA Hong Kong yan,Dito po SA Hong Kong yan,Ugyq4LBwIHrVxHhlJMl4AaABAg,1,0,2024-10-02 02:18:39,POSITIVE
40,2024-10-26 14:16:42.456787,UC57J3B28hGWBb4FIwgBIavw,UgzYPtO7LBfxRrpkn1d4AaABAg.A948TBuD5R4A948zpLKVx3,@banjo_rontv,@@jay-aRares yes this is in Hong Kong right hand drive po KC...,@@jay-aRares yes this is in Hong Kong right hand drive po KC...,UgzYPtO7LBfxRrpkn1d4AaABAg,1,0,2024-10-02 01:45:11,POSITIVE
41,2024-10-26 14:16:43.346677,UC57J3B28hGWBb4FIwgBIavw,UgzYPtO7LBfxRrpkn1d4AaABAg.A948TBuD5R4A94A7QyGsJo,@jay-aRares,@@banjo_rontv 👍,@@banjo_rontv 👍,UgzYPtO7LBfxRrpkn1d4AaABAg,1,0,2024-10-02 01:55:05,NEGATIVE
42,2024-10-26 14:16:45.081936,UC57J3B28hGWBb4FIwgBIavw,UgyFUcfESZKWvql4NWZ4AaABAg.A93zA9w4sRoA942SXc4elU,@banjo_rontv,@@marinagumatay6696 maraming salamat po,@@marinagumatay6696 maraming salamat po,UgyFUcfESZKWvql4NWZ4AaABAg,1,0,2024-10-02 00:48:04,NEGATIVE
43,2024-10-26 14:16:46.600004,UC57J3B28hGWBb4FIwgBIavw,UgzpR2Gb5pqQ7EAllh14AaABAg.A93pobUo-Y_A943V7JH0ad,@banjo_rontv,Maraming salamat lods enjoy listening 🎧,Maraming salamat lods enjoy listening 🎧,UgzpR2Gb5pqQ7EAllh14AaABAg,1,0,2024-10-02 00:57:09,POSITIVE
44,2024-10-26 14:17:31.027945,UCqs3pijNrYHZCdl_HGfgTQw,UgzAfc1j0BpZdEI8qHN4AaABAg.A9wfOOFdFJPA9yudmaisKy,@GoWentGo,🙏🏻,🙏🏻,UgzAfc1j0BpZdEI8qHN4AaABAg,1,0,2024-10-24 12:07:03,NEGATIVE
45,2024-10-26 14:17:33.100292,UCqs3pijNrYHZCdl_HGfgTQw,Ugzos_f8GHGW3ubYdu14AaABAg.A9vc8s-_DCwA9yv7vdwdv_,@GoWentGo,👍🏻,👍🏻,Ugzos_f8GHGW3ubYdu14AaABAg,1,0,2024-10-24 12:11:18,NEGATIVE
46,2024-10-26 14:17:37.993713,UCqs3pijNrYHZCdl_HGfgTQw,Ugz6ug8550zUX7p-tmV4AaABAg.A9el_RNg9uhA9gQVau8w-a,@GoWentGo,👍🏻,👍🏻,Ugz6ug8550zUX7p-tmV4AaABAg,1,0,2024-10-17 07:48:35,NEGATIVE
47,2024-10-26 14:17:39.702657,UCqs3pijNrYHZCdl_HGfgTQw,Ugw8L7W43mhfBH2ZPPp4AaABAg.A9dEwymhgn6A9duqm3lMWk,@GoWentGo,น่าสนใจครับ จะลองหาโอกาสไปนะครับ,น่าสนใจครับ จะลองหาโอกาสไปนะครับ,Ugw8L7W43mhfBH2ZPPp4AaABAg,1,0,2024-10-16 08:24:46,NEGATIVE
48,2024-10-26 14:17:41.286466,UCqs3pijNrYHZCdl_HGfgTQw,UgyWRYVajZExjA4Yi3Z4AaABAg.A9cngRfWc9NA9duxQdSUs8,@GoWentGo,好的！,好的！,UgyWRYVajZExjA4Yi3Z4AaABAg,1,0,2024-10-16 08:25:41,POSITIVE
49,2024-10-26 14:17:42.895990,UCqs3pijNrYHZCdl_HGfgTQw,Ugz4JVtINnV2NQlUx_J4AaABAg.A9c_rrTwAYrA9duyYXoJmv,@GoWentGo,ลุยเลยยย,ลุยเลยยย,Ugz4JVtINnV2NQlUx_J4AaABAg,1,0,2024-10-16 08:25:50,POSITIVE
50,2024-10-26 14:17:44.416485,UCqs3pijNrYHZCdl_HGfgTQw,Ugx0_qkmBUBu9EKeTh54AaABAg.A9axP47ggi4A9dvWSduGe6,@GoWentGo,👍🏻,👍🏻,Ugx0_qkmBUBu9EKeTh54AaABAg,1,0,2024-10-16 08:30:36,NEGATIVE
51,2024-10-26 14:17:46.076235,UCqs3pijNrYHZCdl_HGfgTQw,Ugx_J3JKm35fYQCcNhd4AaABAg.A9Z1TqfTGVbA9dwvmOlRly,@GoWentGo,อลังการเลย,อลังการเลย,Ugx_J3JKm35fYQCcNhd4AaABAg,1,0,2024-10-16 08:42:56,NEGATIVE
52,2024-10-26 14:17:47.742565,UCqs3pijNrYHZCdl_HGfgTQw,UgxQYuBTdaW48zK4XF94AaABAg.A9YPi8M_NmpA9dx7vBNtQ-,@GoWentGo,พัฒนามาไกลเลย,พัฒนามาไกลเลย,UgxQYuBTdaW48zK4XF94AaABAg,1,0,2024-10-16 08:44:43,NEGATIVE
53,2024-10-26 14:17:49.511741,UCqs3pijNrYHZCdl_HGfgTQw,UgwQtZ4JzH4ikfwhJa14AaABAg.A9Y524ID8C_A9dxQjtDK29,@GoWentGo,ขออนุญาตตอบนะครับ ทุกอย่างมีทั้งด้านดีและด้านไม่ดี การพนันก็เช่นกัน ถ้าจะสนับสนุนหรือควบคุมก็ต้องใช้กฎหมายที่เป็นธรรมมาควบคุมให้ประชาชนปฏิบัติตาม แบบนี้ถึงจะสร้างบรรทัดฐานให้ชัดเจนได้ 🙏🏻,ขออนุญาตตอบนะครับ ทุกอย่างมีทั้งด้านดีและด้านไม่ดี การพนันก็เช่นกัน ถ้าจะสนับสนุนหรือควบคุมก็ต้องใช้กฎหมายที่เป็นธรรมมาควบคุมให้ประชาชนปฏิบัติตาม แบบนี้ถึงจะสร้างบรรทัดฐานให้ชัดเจนได้ 🙏🏻,UgwQtZ4JzH4ikfwhJa14AaABAg,1,0,2024-10-16 08:47:18,NEGATIVE
54,2024-10-26 14:17:51.745243,UCqs3pijNrYHZCdl_HGfgTQw,UgzMs6YrH8v63SGGert4AaABAg.A9UUSlQDEKsA9e0IrwfaZs,@GoWentGo,ขอบคุณครับ 🙏🏻,ขอบคุณครับ 🙏🏻,UgzMs6YrH8v63SGGert4AaABAg,1,0,2024-10-16 09:21:10,NEGATIVE
55,2024-10-26 14:17:53.396398,UCqs3pijNrYHZCdl_HGfgTQw,UgwTeLNmxwEaHMynV_h4AaABAg.A9SoB23lzfUA9e0ocrSSOa,@GoWentGo,❤️,❤️,UgwTeLNmxwEaHMynV_h4AaABAg,1,0,2024-10-16 09:25:39,NEGATIVE
56,2024-10-26 14:17:54.953830,UCqs3pijNrYHZCdl_HGfgTQw,UgxZd7LBnejbYaVYEj14AaABAg.A9Rj2r29Dh3A9e13u3SdLa,@GoWentGo,สุดยอด,สุดยอด,UgxZd7LBnejbYaVYEj14AaABAg,1,0,2024-10-16 09:27:52,NEGATIVE
57,2024-10-26 14:17:57.158221,UCqs3pijNrYHZCdl_HGfgTQw,UgzdiYTrZYWDFQ3WNcN4AaABAg.A9NQCYXB2CuA9WJ-tRcFbK,@Rianxu,说的好，请拒绝这种西方叙事。世界是什么样子，该是什么样子，是由我们自己的认知和努力来塑造，而非活在西方的塑造中。还有东南亚人不比任何人低人一等。,说的好，请拒绝这种西方叙事。世界是什么样子，该是什么样子，是由我们自己的认知和努力来塑造，而非活在西方的塑造中。还有东南亚人不比任何人低人一等。,UgzdiYTrZYWDFQ3WNcN4AaABAg,1,0,2024-10-13 00:11:26,NEGATIVE
58,2024-10-26 14:18:07.885801,UCqs3pijNrYHZCdl_HGfgTQw,UgxCWjlxurx2vfeFpyh4AaABAg.A9DQ-1NpeYgA9hQURAXkPw,@dimizh6609,差不多 每年有两周秋天 其他时间基本和曼谷一样的天气,差不多 每年有两周秋天 其他时间基本和曼谷一样的天气,UgxCWjlxurx2vfeFpyh4AaABAg,1,0,2024-10-17 17:07:40,NEGATIVE
59,2024-10-26 14:18:11.055766,UCqs3pijNrYHZCdl_HGfgTQw,UgzuuZq2qXvOoQVMC-94AaABAg.A9AWLcWJ8TiA9_VpMnYNA9,@channarongwhonsakol4301,พวกไม่รู้สี่ รู้แปดก็เเบบนั้นเเหละครับ😂😂 น่าสงสารจริง,พวกไม่รู้สี่ รู้แปดก็เเบบนั้นเเหละครับ😂😂 น่าสงสารจริง,UgzuuZq2qXvOoQVMC-94AaABAg,1,0,2024-10-14 15:20:25,NEGATIVE
60,2024-10-26 14:18:13.411998,UCqs3pijNrYHZCdl_HGfgTQw,UgxfiIs0deab2S3XOfV4AaABAg.A9A0dZAuQziA9AvustDaZL,@白行-d6e,因为钱，YT一方面背靠谷歌成本低而且广告收入比国内强多了，国内各个视频平台全赔钱，。。。。。怎么给你高画质。,因为钱，YT一方面背靠谷歌成本低而且广告收入比国内强多了，国内各个视频平台全赔钱，。。。。。怎么给你高画质。,UgxfiIs0deab2S3XOfV4AaABAg,1,0,2024-10-04 16:56:51,NEGATIVE
61,2024-10-26 14:18:15.006243,UCqs3pijNrYHZCdl_HGfgTQw,Ugxz4ajeG2VFqU3VmOV4AaABAg.A99NCj6vd-_A99dMyJQImY,@GoWentGo,I&#39;m glad you like it,I'm glad you like it,Ugxz4ajeG2VFqU3VmOV4AaABAg,1,1,2024-10-04 04:55:33,POSITIVE
62,2024-10-26 14:18:16.621039,UCqs3pijNrYHZCdl_HGfgTQw,Ugzkk9AO4r3TFZAXDxx4AaABAg.A99HOo5n0h5A99dOEbOYqC,@GoWentGo,👍🏻,👍🏻,Ugzkk9AO4r3TFZAXDxx4AaABAg,1,0,2024-10-04 04:55:44,NEGATIVE
63,2024-10-26 14:18:21.336127,UCqs3pijNrYHZCdl_HGfgTQw,Ugypo3Westnb31RdxVd4AaABAg.A95iUnMOsIFA963p-TeeGI,@Jk金,泰国本来就一直亲西方国家啊！😂,泰国本来就一直亲西方国家啊！😂,Ugypo3Westnb31RdxVd4AaABAg,1,1,2024-10-02 19:38:29,NEGATIVE
64,2024-10-26 14:18:22.149873,UCqs3pijNrYHZCdl_HGfgTQw,Ugypo3Westnb31RdxVd4AaABAg.A95iUnMOsIFA9DbAwsRa0e,@Tonis_Thailand,อาจมีคนไทยบางคนและคนประเทศอื่นที่ใช้ภาษาไทยได้ในคอมเม้นต์ ที่เป็นคนไม่มีวุฒิภาวะ มีปัญหาทางอารมณ์  มองโลกในแง่ร้าย  คลิปนี้มีคนดูเจ็ดแสนคน มีคอมเม้นที่ไม่ชอบประเทศจีนเพียงไม่ถึงยี่สิบคน นับว่าน้อยมากๆ ไม่ถึงร้อยละ 0.0001 ไม่สามารถนำไปนับรวมได้หรอกว่าคนไทยทั้งประเทศไม่ชอบประเทศจีน คำวิจารณ์ของคนไทย เกือบ 100% ยกย่องความเจริญและความล้ำสมัยของประเทศจีนนะครับ 😢😢,อาจมีคนไทยบางคนและคนประเทศอื่นที่ใช้ภาษาไทยได้ในคอมเม้นต์ ที่เป็นคนไม่มีวุฒิภาวะ มีปัญหาทางอารมณ์  มองโลกในแง่ร้าย  คลิปนี้มีคนดูเจ็ดแสนคน มีคอมเม้นที่ไม่ชอบประเทศจีนเพียงไม่ถึงยี่สิบคน นับว่าน้อยมากๆ ไม่ถึงร้อยละ 0.0001 ไม่สามารถนำไปนับรวมได้หรอกว่าคนไทยทั้งประเทศไม่ชอบประเทศจีน คำวิจารณ์ของคนไทย เกือบ 100% ยกย่องความเจริญและความล้ำสมัยของประเทศจีนนะครับ 😢😢,Ugypo3Westnb31RdxVd4AaABAg,1,2,2024-10-05 17:53:24,NEGATIVE
